codigo;nombre ;carrera;ingreso;promedio;;;;;
1344500;José Torres;FISICA;2009;4,6;;;;;
2534170;Tomás Acosta;NUTRICION Y DIETETICA;1985;3,1;;;;;
1332781;Tomás Suárez;INGENIERIA DE SISTEMAS;2007;3,87;;;;;
2078782;Tomás Molina;QUIMICA;2003;3,27;;;;;
1894548;Fernando Miranda;ENFERMERIA;1978;2,85;;;;;
1280260;Pedro Romero;TRABAJO SOCIAL;1983;2,81;;;;;
1401320;Eduardo Martínez;ENFERMERIA;2001;3,6;;;;;
1631595;Mario Martínez;DISEÑO INDUSTRIAL;1992;2,75;;;;;
1630204;Camila Navarro;INGENIERIA METALURGICA;1954;4,32;;;;;
1714796;Jimena Torres;MICROBIOLOGIA Y BIOANALISIS;1953;2,83;;;;;
1253999;Daniela Pérez;HISTORIA Y ARCHIVISTICA;1990;4,24;;;;;
2833357;Eduardo Ruiz;INGENIERIA ELECTRICA;2015;3,43;;;;;
2355622;Clara Carrasco;DERECHO;1993;4,78;;;;;
1896104;José Ramos;LICENCIATURA EN MUSICA;1991;3,56;;;;;
1940658;Gabriela Gómez;INGENIERIA ELECTRONICA;1966;3,44;;;;;
1054863;Ricardo Álvarez;NUTRICION Y DIETETICA;2006;4,12;;;;;
2227672;Daniela Medina;INGENIERIA INDUSTRIAL;2018;4,81;;;;;
2877417;Gabriela Gómez;MEDICINA;2003;4,8;;;;;
1537819;Simón Reyes;INGENIERIA CIVIL;1978;3,71;;;;;
2548348;María Fernández;LICENCIATURA EN INGLES;1973;3,7;;;;;
2599979;Jimena Ramírez;LICENCIATURA EN ESPANOL Y LITERATURA;1996;4,55;;;;;
2670668;Isabella González;INGENIERIA CIVIL;1999;3,64;;;;;
1831526;Roberto Flores;ECONOMIA;1990;4,52;;;;;
1230658;Marta Gómez;LICENCIATURA EN INGLES;2009;4,28;;;;;
2023647;Valentina Flores;INGENIERIA DE SISTEMAS;1959;4,84;;;;;
2232211;José Mendoza;INGENIERIA METALURGICA;1973;3,65;;;;;
2408735;Lucas Acosta;FISICA;1983;4,05;;;;;
2300294;Julián Flores;INGENIERIA DE PETROLEOS;1999;4,53;;;;;
2901486;Verónica Medina;MEDICINA;2011;2,77;;;;;
2983570;Roberto Vega;INGENIERIA INDUSTRIAL;2014;4,22;;;;;
2889105;Marta Flores;LICENCIATURA EN INGLES;1967;4,01;;;;;
1277273;Marta Hernández;LICENCIATURA EN ESPANOL Y LITERATURA;1986;3,47;;;;;
2681321;Sofía Vargas;FILOSOFIA;1988;3,03;;;;;
2099361;Camila Vargas;INGENIERIA CIVIL;1987;4,61;;;;;
2427726;Eduardo Ramos;GEOLOGIA;1971;3,27;;;;;
2028085;Natalia Gutiérrez;INGENIERIA DE SISTEMAS;2022;3,14;;;;;
1494532;Lucas Pérez;GEOLOGIA;1981;4,53;;;;;
2654618;Eduardo Cruz;MATEMATICAS;2009;3,81;;;;;
1151066;Gustavo Pérez;INGENIERIA QUIMICA;1952;3,76;;;;;
1812319;Clara Pérez;HISTORIA Y ARCHIVISTICA;1964;2,98;;;;;
1350719;Eduardo Núñez;INGENIERIA DE SISTEMAS;1967;4,61;;;;;
2927164;Adriana Delgado;BIOLOGIA;2019;3,49;;;;;
1910946;Ricardo Vega;INGENIERIA ELECTRICA;1956;3,92;;;;;
1011008;Jimena Valdés;MATEMATICAS;1993;4,18;;;;;
1882465;Gabriela Villalobos;MATEMATICAS;1964;4;;;;;
1953803;Pedro Acosta;DISEÑO INDUSTRIAL;1955;2,74;;;;;
2156115;Julián Ruiz;NUTRICION Y DIETETICA;2010;4,62;;;;;
1387289;Roberto Valenzuela;LICENCIATURA EN ESPANOL Y LITERATURA;2006;3,63;;;;;
2289950;Melissa Miranda;GEOLOGIA;1987;4,54;;;;;
1204227;Carlos Cabrera;INGENIERIA DE PETROLEOS;2008;4,83;;;;;
2143145;Gabriela Gómez;MEDICINA;1963;4,59;;;;;
1725238;María Valenzuela;MICROBIOLOGIA Y BIOANALISIS;1988;4,96;;;;;
1681823;Jimena Olivera;DERECHO;1994;4,26;;;;;
1547159;Clara García;LICENCIATURA EN MATEMATICAS;2014;4,33;;;;;
2390185;Carolina Sánchez;INGENIERIA QUIMICA;1965;2,78;;;;;
2922640;Camila Sánchez;FISIOTERAPIA;1969;2,99;;;;;
2355507;Lorenzo Reyes;LICENCIATURA EN MATEMATICAS;1968;4,21;;;;;
2439400;Carlos Carrasco;NUTRICION Y DIETETICA;2006;4,08;;;;;
2985995;Eduardo García;INGENIERIA METALURGICA;1951;4,11;;;;;
1382031;Carolina Díaz;INGENIERIA ELECTRONICA;1975;3,1;;;;;
2699653;Carlos Vargas;DERECHO;1960;4,23;;;;;
1110560;Pablo Medina;FISIOTERAPIA;1977;3,53;;;;;
1279537;Lucía Morales;INGENIERIA METALURGICA;1959;3,97;;;;;
1728871;Clara Sánchez;MICROBIOLOGIA Y BIOANALISIS;1953;3,19;;;;;
1039616;Carlos Navarro;INGENIERIA ELECTRICA;2014;2,96;;;;;
2435355;Carlos Maldonado;ENFERMERIA;1978;2,99;;;;;
2199227;Sofía Valenzuela;INGENIERIA DE PETROLEOS;1977;3,75;;;;;
1120896;Pedro González;INGENIERIA MECANICA;2020;3,25;;;;;
2686069;Eduardo Vega;LICENCIATURA EN MUSICA;1992;4,14;;;;;
1692217;Pedro Gómez;INGENIERIA METALURGICA;1988;3,43;;;;;
1631148;Marta García;GEOLOGIA;1954;3,35;;;;;
2454568;Juan Mendoza;LICENCIATURA EN MUSICA;1953;4,88;;;;;
1734189;Daniela Torres;INGENIERIA METALURGICA;1974;3,13;;;;;
2739376;Isabella Reyes;INGENIERIA METALURGICA;1961;3,84;;;;;
2864753;Tomás Soria;LICENCIATURA EN ESPANOL Y LITERATURA;2005;2,77;;;;;
2007643;Raúl Vega;MICROBIOLOGIA Y BIOANALISIS;1985;4,73;;;;;
1376719;Tomás Reyes;INGENIERIA DE PETROLEOS;1986;4,86;;;;;
1734163;Camila Morales;INGENIERIA MECANICA;1999;3,39;;;;;
1485833;Daniela Cabrera;INGENIERIA DE PETROLEOS;2021;4,08;;;;;
2677571;Valentina Barrera;INGENIERIA QUIMICA;1982;4,14;;;;;
2052204;Jorge Hernández;MEDICINA;1957;2,73;;;;;
1522100;Adriana Ponce;INGENIERIA METALURGICA;1956;4,02;;;;;
1811790;Simón Castro;INGENIERIA DE SISTEMAS;1991;3,87;;;;;
2124938;Mauricio Suárez;ENFERMERIA;2002;4,74;;;;;
2925363;Tomás Acosta;FISIOTERAPIA;2001;3,35;;;;;
2105744;Emilio Barrera;LICENCIATURA EN ESPANOL Y LITERATURA;1985;4,96;;;;;
1701152;Laura Álvarez;MATEMATICAS;2022;3,82;;;;;
1224639;Andrea Lara;ECONOMIA;1993;4,66;;;;;
1020862;Sofía Valenzuela;FILOSOFIA;1986;4,02;;;;;
1352346;Sofía Barrera;GEOLOGIA;1997;3,77;;;;;
1280722;Ana Gómez;INGENIERIA DE SISTEMAS;1951;4,04;;;;;
2674290;Luisa Álvarez;INGENIERIA MECANICA;1959;3,29;;;;;
1268166;Carolina Guzmán;LICENCIATURA EN INGLES;2009;3,35;;;;;
2031945;Juan Valdés;ENFERMERIA;1970;3,5;;;;;
2769847;Juan Olivera;NUTRICION Y DIETETICA;1968;3,18;;;;;
2598200;Fernando Molina;HISTORIA Y ARCHIVISTICA;1986;2,84;;;;;
1017772;Pedro Medina;INGENIERIA METALURGICA;1951;3,79;;;;;
2301657;Carlos Rodríguez;LICENCIATURA EN MUSICA;2007;4,96;;;;;
2723317;José Villalobos;FISICA;1992;3,07;;;;;
1922945;Melissa Castro;NUTRICION Y DIETETICA;1988;3,83;;;;;
2203554;Marta Gutiérrez;NUTRICION Y DIETETICA;1962;3,64;;;;;
2659098;Esteban Díaz;DISEÑO INDUSTRIAL;1955;4,78;;;;;
1732790;Pablo Torres;INGENIERIA DE PETROLEOS;1962;4,82;;;;;
2177893;Catalina Guzmán;FISIOTERAPIA;1964;4,05;;;;;
2253404;Alejandro Cabrera;INGENIERIA DE SISTEMAS;2003;3,3;;;;;
2816960;Paola Vargas;LICENCIATURA EN MUSICA;1981;4,13;;;;;
2762935;Pablo Ortiz;ECONOMIA;1976;3,9;;;;;
1553055;Catalina Díaz;MATEMATICAS;1975;3,29;;;;;
1681934;Carlos Guzmán;INGENIERIA DE SISTEMAS;1973;4,66;;;;;
2208366;Jorge Ponce;FISICA;1999;3,02;;;;;
2507049;Mario Guzmán;MEDICINA;1961;3,83;;;;;
1656059;Simón Álvarez;FILOSOFIA;2001;4,7;;;;;
1471012;Clara Molina;TRABAJO SOCIAL;2007;2,91;;;;;
2963821;Catalina Maldonado;FISICA;2005;2,72;;;;;
2123165;Gabriela Barrera;DISEÑO INDUSTRIAL;2007;4,85;;;;;
2848101;Julián Delgado;FILOSOFIA;1996;3,55;;;;;
2570118;Eduardo Flores;GEOLOGIA;1959;4,78;;;;;
1337893;Carolina Lara;INGENIERIA ELECTRICA;1987;3,78;;;;;
1905724;Ricardo Ruiz;INGENIERIA MECANICA;1951;2,74;;;;;
1581696;Pedro Medina;GEOLOGIA;1984;4,11;;;;;
1943944;Mario Torres;QUIMICA;2010;4,9;;;;;
2091139;Federico Soria;INGENIERIA CIVIL;1970;4,06;;;;;
2024757;Daniela Navarro;MATEMATICAS;1959;2,92;;;;;
1744227;Clara Olivera;INGENIERIA METALURGICA;1965;3,21;;;;;
1193744;Julián Ramos;GEOLOGIA;1974;3,52;;;;;
2395643;Gabriela Miranda;LICENCIATURA EN MATEMATICAS;1985;3,37;;;;;
1159315;Carolina Navarro;BIOLOGIA;2019;4,88;;;;;
2564536;Lucía Ibarra;FISIOTERAPIA;1976;2,89;;;;;
1625145;Daniela Lara;NUTRICION Y DIETETICA;1986;4,72;;;;;
1611309;Gustavo Romero;GEOLOGIA;1957;4,59;;;;;
2487094;Raúl Delgado;FILOSOFIA;2003;2,9;;;;;
2900506;Mario Valdés;INGENIERIA QUIMICA;1953;3,49;;;;;
1363697;Pedro Morales;LICENCIATURA EN MUSICA;1954;4,73;;;;;
1090938;Carolina Vega;LICENCIATURA EN INGLES;2004;3,47;;;;;
2992413;Daniela Medina;TRABAJO SOCIAL;2020;3,8;;;;;
1051429;Julián González;ECONOMIA;2014;2,97;;;;;
2943769;Eduardo Castro;FISIOTERAPIA;1960;3,32;;;;;
1870095;Tomás Salas;INGENIERIA CIVIL;1975;3,1;;;;;
2454320;Camila González;MICROBIOLOGIA Y BIOANALISIS;1983;3,11;;;;;
2652808;José Núñez;TRABAJO SOCIAL;1974;4,51;;;;;
2063416;Carolina Lara;INGENIERIA QUIMICA;1996;3,35;;;;;
1006056;Jimena López;TRABAJO SOCIAL;1988;4,29;;;;;
2109359;Federico Valdés;INGENIERIA QUIMICA;1973;2,78;;;;;
2625207;Juliana Cortés;LICENCIATURA EN ESPANOL Y LITERATURA;1991;4,68;;;;;
1492145;Clara Ponce;LICENCIATURA EN MUSICA;1993;3,13;;;;;
2570506;Tomás Rodríguez;INGENIERIA DE SISTEMAS;1979;4,07;;;;;
2118605;Raúl Valenzuela;INGENIERIA DE SISTEMAS;1984;3,03;;;;;
1071182;Marta Gutiérrez;INGENIERIA ELECTRICA;1969;4,43;;;;;
2104556;Federico Núñez;DERECHO;2012;4,35;;;;;
1323148;Lucas Suárez;INGENIERIA CIVIL;1976;3,86;;;;;
2716271;Camila Maldonado;MICROBIOLOGIA Y BIOANALISIS;1977;4,74;;;;;
2138054;Ana Ponce;HISTORIA Y ARCHIVISTICA;2018;2,95;;;;;
1225480;Mauricio Flores;DERECHO;1954;3,67;;;;;
2454886;José Bautista;INGENIERIA DE SISTEMAS;2009;3,15;;;;;
2403811;Mauricio Valenzuela;LICENCIATURA EN ESPANOL Y LITERATURA;1996;4,25;;;;;
2008894;Gabriela Romero;HISTORIA Y ARCHIVISTICA;2006;3,38;;;;;
2546157;Luisa Carrasco;INGENIERIA DE PETROLEOS;1972;3,75;;;;;
2324242;Verónica Delgado;MICROBIOLOGIA Y BIOANALISIS;1980;4,49;;;;;
1544717;Clara Valdés;DERECHO;2005;3,27;;;;;
2599693;Andrea Ramos;INGENIERIA QUIMICA;1987;3,18;;;;;
2985773;Emilio Álvarez;INGENIERIA DE SISTEMAS;2017;3,75;;;;;
1665288;Sofía Sánchez;TRABAJO SOCIAL;1987;3,41;;;;;
2522211;Lucas Cruz;INGENIERIA ELECTRONICA;1972;4,75;;;;;
1887101;Raúl Ramos;INGENIERIA DE PETROLEOS;2023;4,51;;;;;
1089533;Andrea Valenzuela;FILOSOFIA;1966;2,78;;;;;
2740071;Camila Morales;MICROBIOLOGIA Y BIOANALISIS;1980;4,51;;;;;
2659993;Lorenzo Flores;INGENIERIA DE PETROLEOS;1967;3,83;;;;;
1914506;Emilio Ponce;MEDICINA;2004;2,8;;;;;
2031592;Andrés González;MATEMATICAS;1976;3,01;;;;;
2976384;Adriana Pérez;FILOSOFIA;1979;3,15;;;;;
2378773;Mauricio Molina;INGENIERIA CIVIL;2000;3,07;;;;;
2981797;Simón Castro;DISEÑO INDUSTRIAL;1997;4,65;;;;;
2713976;Mauricio Morales;LICENCIATURA EN MUSICA;1951;4,46;;;;;
1844682;Mariana Vera;INGENIERIA MECANICA;1951;4,6;;;;;
1599039;Catalina Vega;ENFERMERIA;2005;3,03;;;;;
2028634;Pablo Martínez;MICROBIOLOGIA Y BIOANALISIS;1988;2,76;;;;;
1757016;Marta Fernández;INGENIERIA ELECTRICA;1980;4,4;;;;;
1714314;Alejandro Ramos;TRABAJO SOCIAL;1969;4,69;;;;;
1665633;José Pérez;MICROBIOLOGIA Y BIOANALISIS;2013;4,8;;;;;
1869303;Julián Ibarra;INGENIERIA DE PETROLEOS;2007;2,77;;;;;
2438865;Raúl Lara;FISICA;2010;4,93;;;;;
2135527;Roberto Ramírez;NUTRICION Y DIETETICA;2014;4,48;;;;;
1450870;Paola López;LICENCIATURA EN INGLES;2013;3,63;;;;;
1951357;Camila Cruz;DISEÑO INDUSTRIAL;1950;4,03;;;;;
2022642;Ana Álvarez;HISTORIA Y ARCHIVISTICA;1982;3,7;;;;;
1756347;Lucía Rodríguez;HISTORIA Y ARCHIVISTICA;2023;3,05;;;;;
1654774;Andrea Gómez;QUIMICA;2015;2,81;;;;;
2363612;Camila Acosta;GEOLOGIA;1963;3,46;;;;;
1621978;Jimena Lara;GEOLOGIA;1974;3,15;;;;;
1907621;Eduardo Miranda;LICENCIATURA EN ESPANOL Y LITERATURA;1968;4,3;;;;;
2190415;Daniela Núñez;TRABAJO SOCIAL;1951;4,88;;;;;
2197502;Gabriela Rodríguez;DERECHO;2015;2,99;;;;;
2400584;Esteban Ruiz;LICENCIATURA EN INGLES;1979;4,02;;;;;
2406209;Mauricio Rodríguez;MICROBIOLOGIA Y BIOANALISIS;2000;4,21;;;;;
1892065;Lucía Vega;TRABAJO SOCIAL;1976;3,61;;;;;
1987219;Tomás Ortiz;LICENCIATURA EN MUSICA;1976;4,34;;;;;
2464215;Lucas Gómez;FILOSOFIA;1989;3,71;;;;;
1325273;Andrés Martínez;TRABAJO SOCIAL;1965;3,84;;;;;
1847720;Melissa Ramírez;MEDICINA;1950;4,39;;;;;
2670592;Eduardo Díaz;MATEMATICAS;2009;4,34;;;;;
2996280;Isabella Ramírez;GEOLOGIA;1972;3,74;;;;;
2020184;Laura Cabrera;INGENIERIA INDUSTRIAL;1972;3,87;;;;;
2724131;Ana Díaz;INGENIERIA ELECTRICA;2012;4,1;;;;;
1820025;Gustavo Soria;GEOLOGIA;2015;4,31;;;;;
1577877;Melissa González;INGENIERIA ELECTRICA;1960;3,01;;;;;
2088933;Diego Ruiz;INGENIERIA ELECTRONICA;1988;4,2;;;;;
2370155;Melissa Ramírez;INGENIERIA ELECTRONICA;2016;4,26;;;;;
1947216;Clara González;MATEMATICAS;2020;3,74;;;;;
2162338;José González;LICENCIATURA EN ESPANOL Y LITERATURA;2005;3,67;;;;;
2874437;Juliana Fernández;LICENCIATURA EN MATEMATICAS;2003;4,31;;;;;
1284678;Esteban Guzmán;QUIMICA;1955;3,11;;;;;
2986404;Catalina Sánchez;ENFERMERIA;1972;2,93;;;;;
2204159;Sofía Delgado;LICENCIATURA EN ESPANOL Y LITERATURA;2023;3,89;;;;;
2121331;Lorenzo García;INGENIERIA ELECTRICA;1982;3,18;;;;;
2385191;María Ortiz;LICENCIATURA EN ESPANOL Y LITERATURA;1976;3,58;;;;;
1117032;Tomás Miranda;MEDICINA;2014;4,39;;;;;
2452448;Tomás Carrasco;LICENCIATURA EN ESPANOL Y LITERATURA;2019;4,99;;;;;
1619944;Mario Fernández;INGENIERIA ELECTRONICA;1978;4,07;;;;;
2766292;Simón Barrera;INGENIERIA CIVIL;1999;4,3;;;;;
1289681;Mauricio Castro;ECONOMIA;2019;2,96;;;;;
1287490;Pablo Álvarez;QUIMICA;2020;2,85;;;;;
2849668;Gabriela Villalobos;INGENIERIA DE SISTEMAS;1966;2,8;;;;;
2528656;Julián Guzmán;QUIMICA;1970;3,82;;;;;
2025824;Daniela Ortiz;LICENCIATURA EN MUSICA;2018;3,53;;;;;
2276417;Valentina Ramírez;INGENIERIA ELECTRICA;2023;3,87;;;;;
2422351;Federico Morales;FISICA;1955;3,35;;;;;
1540020;Verónica Reyes;FILOSOFIA;1988;3,87;;;;;
2786101;Luisa Olivera;TRABAJO SOCIAL;1968;3,15;;;;;
1895079;Clara Molina;TRABAJO SOCIAL;1978;3,94;;;;;
2122556;Marta Torres;DERECHO;1992;3,32;;;;;
2775870;Adriana Valenzuela;LICENCIATURA EN MATEMATICAS;1976;4,61;;;;;
2360358;Mario Romero;LICENCIATURA EN INGLES;1989;4,55;;;;;
1513430;Eduardo Barrera;LICENCIATURA EN INGLES;2007;3,95;;;;;
1371705;Daniela Medina;INGENIERIA METALURGICA;1963;3,34;;;;;
1879314;Clara Valenzuela;INGENIERIA QUIMICA;1963;4,58;;;;;
2761679;Federico Ramos;FILOSOFIA;1993;4,98;;;;;
2694022;Mario Martínez;INGENIERIA ELECTRONICA;1962;2,96;;;;;
1010395;Juan Vargas;GEOLOGIA;2007;4,32;;;;;
1552601;Ricardo Ruiz;DERECHO;1951;4,81;;;;;
2777380;Valentina Acosta;INGENIERIA METALURGICA;2021;4,6;;;;;
1344468;Mauricio Mendoza;FILOSOFIA;2004;2,95;;;;;
2647413;Luisa Flores;INGENIERIA ELECTRONICA;1969;2,77;;;;;
2665098;Pablo Vega;INGENIERIA QUIMICA;2015;2,71;;;;;
2198946;Pedro Díaz;LICENCIATURA EN MATEMATICAS;1999;4,38;;;;;
1418588;Marta Martínez;INGENIERIA ELECTRICA;2003;4,24;;;;;
1941427;Gustavo Gómez;LICENCIATURA EN MUSICA;2012;3,12;;;;;
2158114;Paola Carrasco;MICROBIOLOGIA Y BIOANALISIS;1982;2,84;;;;;
2015366;Tomás Gómez;TRABAJO SOCIAL;1967;3,65;;;;;
1706399;Ricardo Barrera;MICROBIOLOGIA Y BIOANALISIS;2006;3,52;;;;;
2710475;Juan López;HISTORIA Y ARCHIVISTICA;2010;4,22;;;;;
1728895;Lucía Núñez;INGENIERIA ELECTRICA;1958;4,4;;;;;
1572854;Pedro Salas;INGENIERIA ELECTRICA;1995;3,92;;;;;
1476164;Juan Ramos;FILOSOFIA;2005;3,69;;;;;
2987513;Laura Cruz;INGENIERIA METALURGICA;1973;3,3;;;;;
2368022;Ana Miranda;FILOSOFIA;2023;4,84;;;;;
2450197;Adriana Valdés;FILOSOFIA;1996;3,62;;;;;
2552452;María García;INGENIERIA INDUSTRIAL;1961;4,46;;;;;
2923815;Paola Acosta;LICENCIATURA EN ESPANOL Y LITERATURA;2001;4,77;;;;;
2572074;Daniela Delgado;DISEÑO INDUSTRIAL;2021;4,24;;;;;
1994078;Esteban Núñez;INGENIERIA DE PETROLEOS;2011;4,3;;;;;
1238162;Mauricio Vera;INGENIERIA ELECTRICA;1985;3,73;;;;;
1052883;Marta Morales;INGENIERIA METALURGICA;2006;4,38;;;;;
2699551;Isabella Miranda;GEOLOGIA;2000;4,9;;;;;
1497030;Gustavo Lara;INGENIERIA DE PETROLEOS;1987;3,69;;;;;
1380302;Tomás Vega;NUTRICION Y DIETETICA;1964;3,4;;;;;
2679086;Tomás Flores;INGENIERIA INDUSTRIAL;1973;3,69;;;;;
2468437;Gabriela Acosta;LICENCIATURA EN ESPANOL Y LITERATURA;1975;3,96;;;;;
1971719;Marta Ruiz;HISTORIA Y ARCHIVISTICA;2010;2,78;;;;;
1037028;Clara García;LICENCIATURA EN ESPANOL Y LITERATURA;2007;3,37;;;;;
1195347;Marta Lara;INGENIERIA CIVIL;1958;3,94;;;;;
2485612;Diego Vera;INGENIERIA ELECTRICA;1953;4,8;;;;;
1195169;Simón Bautista;INGENIERIA DE SISTEMAS;1961;2,98;;;;;
2391756;Mauricio García;MICROBIOLOGIA Y BIOANALISIS;1954;2,78;;;;;
1478291;Adriana Morales;INGENIERIA CIVIL;2016;2,92;;;;;
2592066;Gustavo Salas;INGENIERIA INDUSTRIAL;1968;4,3;;;;;
1361091;Sofía Pérez;LICENCIATURA EN ESPANOL Y LITERATURA;1987;3,42;;;;;
1751709;Valentina Lara;QUIMICA;2013;2,92;;;;;
1419814;Gabriela Salas;INGENIERIA ELECTRONICA;2008;2,96;;;;;
1409723;Roberto Carrasco;FISIOTERAPIA;1996;2,82;;;;;
1932418;Carlos Flores;MATEMATICAS;1954;3,05;;;;;
2389287;Ana Villalobos;GEOLOGIA;1960;4,41;;;;;
2466730;Camila Cruz;INGENIERIA DE PETROLEOS;2004;2,93;;;;;
1471763;Natalia Gutiérrez;NUTRICION Y DIETETICA;1995;4,92;;;;;
2453131;Natalia Álvarez;INGENIERIA INDUSTRIAL;1972;3,04;;;;;
1811816;Carolina Reyes;TRABAJO SOCIAL;1984;3,33;;;;;
1927482;Camila Bautista;INGENIERIA DE PETROLEOS;1992;3,2;;;;;
2826876;Fernando Medina;LICENCIATURA EN MUSICA;2015;3,85;;;;;
2016176;Esteban Cabrera;INGENIERIA DE SISTEMAS;1976;3,83;;;;;
2791168;Mauricio Lara;INGENIERIA ELECTRICA;2021;4,13;;;;;
1498030;Simón Maldonado;FISICA;1993;4,75;;;;;
1538194;Juliana Romero;BIOLOGIA;2005;4,73;;;;;
2356485;Clara Torres;FILOSOFIA;1971;2,86;;;;;
2963925;Gabriela Rodríguez;LICENCIATURA EN MATEMATICAS;1980;2,71;;;;;
1880993;Juan Ramos;INGENIERIA ELECTRONICA;1959;4,89;;;;;
1886165;Laura Gutiérrez;GEOLOGIA;1969;2,83;;;;;
2030095;Juliana Villalobos;LICENCIATURA EN MATEMATICAS;1952;4,03;;;;;
1288232;Luisa Miranda;INGENIERIA INDUSTRIAL;1960;4,49;;;;;
1769336;Isabella Molina;MATEMATICAS;1996;3,93;;;;;
1880246;Clara Suárez;INGENIERIA CIVIL;1995;3,5;;;;;
1857843;Lucía Gutiérrez;INGENIERIA ELECTRICA;1977;4,8;;;;;
1331083;Simón Soria;ENFERMERIA;1991;3,11;;;;;
1488182;Emilio Guzmán;MEDICINA;2021;4,69;;;;;
2898031;Roberto Álvarez;FISIOTERAPIA;1980;3,42;;;;;
1757804;Isabella Reyes;LICENCIATURA EN MUSICA;1950;3,04;;;;;
2851884;Andrea Vega;GEOLOGIA;1955;3,35;;;;;
2578696;Luisa Cruz;LICENCIATURA EN INGLES;1966;4,98;;;;;
2902980;Adriana Cruz;MATEMATICAS;1998;3,28;;;;;
1549142;Pablo Ramírez;FILOSOFIA;2005;3,22;;;;;
2512184;Diego Cortés;ENFERMERIA;2002;3,59;;;;;
1187138;Marta Miranda;TRABAJO SOCIAL;2023;4,57;;;;;
1753420;Gustavo Lara;INGENIERIA ELECTRONICA;1951;3,95;;;;;
1981216;Laura Álvarez;INGENIERIA QUIMICA;1979;3,74;;;;;
2440975;José Álvarez;LICENCIATURA EN MUSICA;1951;4,74;;;;;
2295213;Julián Salas;MEDICINA;1980;3,96;;;;;
2877045;Adriana Cruz;LICENCIATURA EN INGLES;1969;3,58;;;;;
2488188;Lucas Navarro;INGENIERIA ELECTRICA;1960;3,6;;;;;
2080717;Mario Guzmán;LICENCIATURA EN MATEMATICAS;1972;4,35;;;;;
1332003;Gabriela Morales;INGENIERIA QUIMICA;1998;4,27;;;;;
1382449;Pedro Vera;ECONOMIA;1999;4,41;;;;;
1412016;Lucas Ponce;INGENIERIA CIVIL;1986;4,53;;;;;
1346251;Carolina Maldonado;BIOLOGIA;1969;3,02;;;;;
2362102;Federico Molina;LICENCIATURA EN MATEMATICAS;2003;2,75;;;;;
2351095;Mario Suárez;DERECHO;2014;4,86;;;;;
2876331;Daniela Valdés;INGENIERIA DE SISTEMAS;1997;3,39;;;;;
1846718;Luisa Valdés;INGENIERIA CIVIL;1989;3,87;;;;;
2238785;Isabella Delgado;INGENIERIA ELECTRICA;1988;3,41;;;;;
1995301;Alejandro Vargas;QUIMICA;1961;4,41;;;;;
2818376;Gabriela Delgado;INGENIERIA INDUSTRIAL;2014;4,01;;;;;
2056285;Juan Castro;ENFERMERIA;2002;4,78;;;;;
2564417;Andrés Molina;GEOLOGIA;2015;4,4;;;;;
2872231;Eduardo Villalobos;BIOLOGIA;2018;3,23;;;;;
2105213;Sofía Salas;INGENIERIA CIVIL;1999;4,51;;;;;
1927740;Paola Ortiz;NUTRICION Y DIETETICA;1956;3;;;;;
2405463;Andrés Bautista;INGENIERIA CIVIL;1956;3,28;;;;;
2401994;Jimena Ramírez;LICENCIATURA EN MATEMATICAS;2022;4,26;;;;;
2279599;Natalia Villalobos;LICENCIATURA EN MATEMATICAS;1963;4,81;;;;;
2372259;Carolina Lara;INGENIERIA DE PETROLEOS;1970;2,99;;;;;
1244933;Roberto Gómez;MATEMATICAS;2004;3,32;;;;;
1699617;Simón Ruiz;FISIOTERAPIA;1968;4,81;;;;;
1307410;Roberto Molina;FISICA;1979;4,67;;;;;
2453258;Clara Ruiz;ENFERMERIA;2005;2,83;;;;;
1889434;Lucas García;INGENIERIA CIVIL;1957;3,3;;;;;
2147682;Fernando Morales;QUIMICA;1991;3,87;;;;;
2373738;Paola Sánchez;FILOSOFIA;2004;3,25;;;;;
2624473;Mauricio Mendoza;GEOLOGIA;1984;2,84;;;;;
2791538;Clara Díaz;LICENCIATURA EN MATEMATICAS;2006;4,93;;;;;
2051696;Daniela Mendoza;LICENCIATURA EN MATEMATICAS;2021;2,93;;;;;
1695986;Sofía Gómez;TRABAJO SOCIAL;2017;4,91;;;;;
2812305;Camila Miranda;INGENIERIA CIVIL;1968;3,22;;;;;
1867952;Daniela Bautista;INGENIERIA QUIMICA;1984;4,67;;;;;
1725036;Daniela Vargas;GEOLOGIA;1961;2,79;;;;;
1538622;Gabriela Vega;INGENIERIA DE SISTEMAS;2019;4,86;;;;;
2522259;Roberto Valenzuela;INGENIERIA DE SISTEMAS;2002;4;;;;;
2852328;Laura López;TRABAJO SOCIAL;1978;3,43;;;;;
2773317;Carolina Mendoza;INGENIERIA MECANICA;1960;3,11;;;;;
1223605;Federico López;INGENIERIA ELECTRONICA;1951;3,53;;;;;
2239412;Natalia Romero;FISICA;1988;4,92;;;;;
1568849;Emilio Hernández;MICROBIOLOGIA Y BIOANALISIS;1953;4,65;;;;;
2266360;Mario Guzmán;INGENIERIA DE SISTEMAS;1998;4,46;;;;;
1870137;Raúl Gutiérrez;INGENIERIA MECANICA;1964;4,35;;;;;
1177221;Roberto Flores;ECONOMIA;1985;4,35;;;;;
1024704;Melissa Fernández;INGENIERIA MECANICA;2019;3,66;;;;;
2524766;Roberto Flores;INGENIERIA ELECTRICA;1990;2,79;;;;;
