codigo;nombre;promedio;;;
142081971;Christopher Pugh;3.19;;;
582021083;Leota Lohr;2.98;;;
351221184;Amy Hardy;3.45;;;
522001134;Kenneth Kasky;3.14;;;
451661197;Aaron Jackson;2.77;;;
632150006;Rita Wolfe;2.77;;;
332030084;Catherine Moore;3.28;;;
181331485;Jerry Avalos;3.97;;;
391170875;Desiree Munoz;4.29;;;
521091312;Regina Sulik;4.80;;;
642050001;Karen Martinez;3.62;;;
282211955;Estelle Mccormick;4.64;;;
272031728;Courtney Hoffman;3.76;;;
561201125;Jordan Chamberlin;4.03;;;
641851945;Barbara Thomas;4.41;;;
261550976;Isabelle Parker;3.71;;;
581401215;Mrs. Sarah Contreras;4.94;;;
241831519;Veronica Jennings;2.78;;;
231770140;Kim Greene;3.11;;;
642211242;Calvin Savage;3.08;;;
162060171;Lisa Braun;3.88;;;
451131390;Sarah Guerrero;4.59;;;
292070296;Edwin Bradford MD;4.12;;;
451911118;Oliver Volkert;4.73;;;
311290531;Seth Maynard;3.23;;;
282100616;Kenneth Mcgann;3.09;;;
332151043;David Montgomery;2.78;;;
682110193;David Daquilante;3.05;;;
342010644;Margaret Schneider;4.37;;;
582031218;Kathryn Powell;4.44;;;
311881448;David Duncan;4.81;;;
562161342;Catherine Graney;3.76;;;
101760503;Melissa Francis;3.47;;;
351011346;Linda Knox;4.85;;;
311510001;Virginia Foster;2.99;;;
182120151;Paul Lizarraga;3.51;;;
341451551;Ashley Perry;4.98;;;
222221217;Setsuko Zapata;3.39;;;
372151193;Charles Rodriguez;4.51;;;
512161439;Naomi Williams;3.27;;;
102170904;Jasmine Fischer;4.70;;;
112020469;Heidi Popovich;2.85;;;
582011222;Robert Mitchell;4.64;;;
522150665;Jesus Bixler;4.20;;;
221881660;Scott Thornton;4.52;;;
141011319;Justin Maranto;3.93;;;
211860136;Erin Garrett;3.25;;;
102120696;Robert Vann;3.24;;;
231931021;Matthew Collins;4.99;;;
631351411;Kevin Pritchett;3.08;;;
642170126;Dr. Randy Hampton;4.19;;;
432081319;Albert Jonason;2.79;;;
341360387;John Thompson;4.61;;;
392211707;Blanca Loiseau;4.76;;;
442171833;Sara Thomas;3.36;;;
342150829;Victoria Hudson;4.08;;;
522101350;Michael Clark;4.47;;;
301501836;William Zuehlke;3.79;;;
352090978;Lawrence Pratt;3.67;;;
462081369;Myrtle Pride;3.34;;;
601091789;Debbie Mann;4.59;;;
332030466;Dale Estes;2.76;;;
281010346;Claudia Austin;3.98;;;
261331920;Pete Darlington;3.58;;;
432130531;William Lee;2.84;;;
141100285;Jimmy Tibbs;3.38;;;
222180458;Daniel Ross;3.36;;;
461161806;Ulysses Cummings;4.77;;;
181880294;Nicole Taylor;4.98;;;
332180629;Olga Channey;3.67;;;
401630724;Danny Taylor;3.76;;;
412030464;Milton Tobias;3.00;;;
441361307;Karen Wilcox;3.35;;;
402001144;Dennis Manning;3.26;;;
221630714;Troy Le;3.05;;;
231490674;Donna Edwards;3.16;;;
191320762;Tracie Carter DVM;3.89;;;
262190231;Sheila Pope;3.21;;;
331191329;Jeanette Wang;2.94;;;
231860551;Milton Forsythe;3.80;;;
301520693;Howard Burke;3.99;;;
521650296;Molly Resner;4.32;;;
302031728;John Williams;2.94;;;
642101273;Isaias Yates;4.74;;;
302061513;April Hubbard;3.15;;;
512070605;Heather Lewis;4.37;;;
242210038;Erik Martinez;3.91;;;
321991048;Lonnie Rainforth;2.92;;;
281691066;Rita Merritt;4.10;;;
201021666;David Hassett;4.45;;;
292120042;James Johnson;4.65;;;
371890873;Anna Brady;2.85;;;
321691465;Fernando Adams;3.33;;;
101580296;Laura Chien;4.96;;;
372030290;Jessica Cox;4.64;;;
271700142;Jarrod Vanvalkenbur;4.37;;;
632091716;Sherry Thompson;4.20;;;
581201664;Harvey Vasquez;4.46;;;
402210643;Troy Long;3.82;;;
211900662;Thomas Heber;4.59;;;
232121612;Theresa Boyd;4.82;;;
582130772;William Baksh;4.52;;;
562131291;Edwin Pena;3.84;;;
182120973;Richard Mclaughlin;3.90;;;
411190137;Justin Nunez;3.38;;;
642141304;Susan Jackson;4.95;;;
261361021;Courtney Perez MD;4.71;;;
112001539;William Heer;3.86;;;
351710470;Brian Wade;3.75;;;
582160692;Patrick Goguen;3.60;;;
521410000;Susan Bauer;2.94;;;
201271497;Carmen Gardner;2.72;;;
352101398;Alicia Carrillo;3.89;;;
141130022;Goldie Huntley;3.86;;;
191950246;Rachael Schroeder;4.78;;;
261610173;Joyce Warren;4.62;;;
221211502;Shawn Robbins;3.42;;;
561710914;Carl Cornish;4.93;;;
402180080;Hunter Ellis;2.72;;;
452211237;Audra Bryant;4.93;;;
142080868;Danielle Allen;4.32;;;
391031530;Dean Chaney;2.77;;;
281291657;Anthony Richardson;3.68;;;
411430243;George Mclendon;4.96;;;
301650201;Austin Obrien;3.65;;;
522110036;Brad Dingle;4.50;;;
401110693;Molly Frost;4.49;;;
342170906;Gertrude Velez;2.81;;;
272171735;Monica Ramos;4.99;;;
631431945;Dorris Rivera;3.82;;;
242121725;Cheryl Williams;2.72;;;
582050373;Cecile Causey;4.92;;;
331051547;Ronald Barr;3.57;;;
512201662;Christopher Miller;4.77;;;
302161689;Robert Smith;2.79;;;
112080830;Lois Jarman;4.13;;;
371331761;Ronald Ford;4.77;;;
441360024;Jesus Henley;4.37;;;
602131641;Jasmine Johnson;4.23;;;
682191522;Carlotta Jacobo;4.92;;;
162031959;Stephanie Evans;3.35;;;
642150057;Michael Mackinnon;3.79;;;
642111562;James Young;3.59;;;
511330484;Lara Mincey;4.78;;;
261271138;Nicole Hart;4.27;;;
341120310;Coreen Roche;4.08;;;
181490825;Allison Espinoza;3.56;;;
571620056;Karen Blankenbaker;3.41;;;
202141554;Morgan Cross;3.76;;;
342111780;Alberta Gilliam;3.16;;;
302030391;Amber Phillips;4.88;;;
442060596;Virginia Horvath;4.28;;;
232151960;Danielle Foster;3.48;;;
262041480;Joseph Fisher;3.66;;;
341891106;Christina Ford;4.02;;;
631640562;Rosanna Curry;4.64;;;
412131096;Robert Rivera;2.95;;;
572211871;William Feldman;3.07;;;
192080879;Veronica Beck;2.81;;;
302050857;Paul Doyle;2.71;;;
391300016;Robyn Harris;3.11;;;
332170534;Kelly Vermillion;3.74;;;
341081836;Mia Ayers;4.26;;;
111550531;Brad Evans;3.78;;;
222090895;Stephen Marshall;4.06;;;
301600109;Karla Duey;3.67;;;
451340687;Bonnie Sullivan;3.46;;;
331740789;Carmen Scheffler;3.48;;;
231670881;Paul Jones;4.14;;;
512020225;Susie Simmons;4.30;;;
372121095;Terry Hodge;3.56;;;
601700652;Hazel Harrington;2.75;;;
292151186;Shawna Mitchell;3.10;;;
372010446;Dorothy Wilson;4.82;;;
242210196;Jacqueline Mitchell;3.79;;;
102201637;Marilyn Turkin;3.17;;;
432050069;Darrell Arnold;2.85;;;
371611197;Trina Henderson;4.62;;;
212210926;Alexis Cohen;4.69;;;
331651198;William Rhodes;4.99;;;
311431281;Erin Lewis;3.47;;;
332040985;Anita Leech;4.61;;;
582221483;Natalie Hudson;4.59;;;
291611023;Mary Williams;3.70;;;
191980846;Gina Flores;4.71;;;
231880537;Billy Rose;4.73;;;
412071671;Sara Tran;4.15;;;
441121832;Juanita Ungerecht;3.71;;;
112121432;Robert Santiago;4.94;;;
181041173;Lucille Chiles;3.29;;;
242080024;Deborah Salazar;4.70;;;
241210170;Rosemary Perry;4.78;;;
641821362;Brandon Burton;4.20;;;
271701625;Tina Allred;3.43;;;
242051420;Jamie May;2.94;;;
162091792;Janie Funk;4.51;;;
221191442;Thomas Francis;3.53;;;
211290321;Nell Moore;4.54;;;
311501795;Sheri Grant;3.58;;;
442220555;Lola Graham;3.64;;;
221291479;Lisa Mckenzie;4.49;;;
261521140;Charlotte Stinnett;2.87;;;
391260771;Paul Meyer;4.35;;;
512091626;Theresa Johnson;2.99;;;
221981364;Becky Williams;4.43;;;
161941292;Nathan Arbuckle;4.87;;;
331110840;Donna Eaton;4.73;;;
572091466;Anthony Smith;3.55;;;
601660686;George Robbins;2.92;;;
441431162;Mary Dyer;4.25;;;
602060620;James Arroyo;4.63;;;
101251451;Todd Bail;4.57;;;
512221023;Kim Nguyen;4.93;;;
101570396;Dan Crutchfield;4.42;;;
282191024;Laura Anderson;4.16;;;
441901907;Emily Maldonado;2.98;;;
242201617;Jennifer Luna;4.57;;;
101361954;William Montgomery;4.34;;;
441010057;Dennis Mack;3.88;;;
432061649;Michael Humphrey;3.54;;;
301071509;Jennifer Flores;3.01;;;
602131639;Richard Rawling;3.92;;;
192181043;Bradley White;3.68;;;
681650654;Lauren Graves;4.72;;;
281000215;Michael Yates;5.00;;;
191551899;Janet White;3.93;;;
232100263;Jose Johnson;2.77;;;
411501782;Amber Kanagy;4.75;;;
312110482;Sandra Gaines;4.01;;;
602031557;Lucy Buchanan;4.69;;;
161281952;Jessica Hamilton;4.65;;;
292100831;Denise Silverstein;3.26;;;
162131959;Elizabeth Pena;4.05;;;
561051521;Michaela Wood;4.84;;;
441911682;Norma Cruz;4.94;;;
441100630;Martha Galvin;3.72;;;
141570225;Kevin Rodriguez;3.21;;;
302000901;Francisco Mcdonough;4.12;;;
332021969;Brooke Walker;3.71;;;
571930283;Diane Smith;4.28;;;
341751904;Dr. Tracy Martinez;4.36;;;
511980209;Violet Robinson;3.50;;;
511091079;Barbara Young;3.26;;;
442051944;Amy Pacheo;2.97;;;
462021142;Alyssa Thomas;4.95;;;
161810225;John Burchfield;3.04;;;
102110486;Ann Francis;4.94;;;
562041928;Josie Croft;4.77;;;
212080467;Amanda Sampson;4.34;;;
281561380;Bonita Rollins;4.95;;;
562040227;Peter Duncan;2.88;;;
112070918;Kathleen Smith;3.20;;;
242181007;Timothy Brown;3.59;;;
332151110;Alice Christin;5.00;;;
291371728;Peter Jenkins;2.78;;;
632161884;Maryanne Brooks;4.02;;;
342030107;Mary Morris;4.47;;;
341901974;Curtis Medlin;4.90;;;
601571779;Todd Russell;3.13;;;
321001803;Alan Pickett;4.21;;;
161521038;Tim French;3.39;;;
412100654;Earline Heard;4.70;;;
162100764;Eric Smith;3.60;;;
312020942;Lorena Williams;3.91;;;
512180221;Tiffany Rivers;4.46;;;
241030469;Charles Hoskins;3.05;;;
442060992;Brian Suarez;3.81;;;
202080884;Paul Hurley;4.82;;;
331321333;Nancy Roy;3.96;;;
311211374;George Greenstreet;3.70;;;
352120348;Donald Mclaughlin;3.71;;;
232060092;Allie Washington;4.20;;;
371071109;Anthony Owens;4.82;;;
332220633;Kelly Gonzalez;2.84;;;
242061804;Rebecca Keller;4.23;;;
681720393;Samatha Morgan;4.44;;;
191351818;Philip Black;2.82;;;
562011724;Alfredo Rossi;4.92;;;
682171910;Susan Ramirez;4.86;;;
392070976;Dana Millsap;3.07;;;
112101982;Wayne Walter;4.70;;;
461841072;Ricardo Williams;2.94;;;
411190991;Kristin Ross;2.99;;;
522221762;Richard Burris;3.37;;;
141181771;David Hernandez;4.99;;;
442040555;John Ibarra;4.86;;;
411161800;Kayla Guzman;2.84;;;
202141048;Donald Auger;4.84;;;
161030506;Bryan Stafford;2.77;;;
282021889;Geraldine Cortez;3.36;;;
571040051;Christopher Morgan;3.63;;;
242111371;Joshua Ponce;3.74;;;
181120567;Troy Phillips;3.75;;;
211551904;Jane Bonilla;3.16;;;
321680271;Matthew Flynn;4.45;;;
441800943;Mike Goodale;4.95;;;
212200033;Julie Wright;3.03;;;
681261282;Tilda Jeansonne;3.97;;;
312090222;Ashley Bond;3.99;;;
452121501;David Smith;4.23;;;
102101945;John Jordan;4.86;;;
312090840;Barbara Sklar;4.73;;;
241440916;Mary Browning;3.88;;;
432120009;Violet Defabio;2.84;;;
402111473;Jennifer Shields;4.31;;;
352061426;Franklin Barnes;4.70;;;
212000003;Lori Sullivan;3.18;;;
631940201;Richard Bynum;3.81;;;
161251753;Natalie Lee;4.08;;;
271290323;Randall Holt;4.73;;;
282221664;Michael Weiss;4.16;;;
461890287;Andrew Reed;4.21;;;
572200992;Jennifer Stevens;3.65;;;
372091569;Kim Poteete;4.65;;;
142050589;Michael Clarke;4.63;;;
521170519;Claire Gonzalez;3.24;;;
311380991;Nicholas Wagner;4.38;;;
572190416;Jane Gordan;4.44;;;
351290623;Jonathan Hart;3.10;;;
601660909;Tracy Sheppard;4.62;;;
441471868;Tim Wilson;3.04;;;
261721798;Sherrell Weaver;4.72;;;
411860488;Sara Anthony;4.17;;;
182221403;Marion Dowell;4.98;;;
391440732;Debra Johnson;3.62;;;
682070748;Edward Valdez;4.19;;;
352091860;Jacob Thompson;4.98;;;
352040032;Albert Smith;3.08;;;
442080683;Joseph Cox;3.70;;;
271470716;Helen Hughes;4.80;;;
462060828;Brent Jones;4.99;;;
322051243;Jeffrey Wilson;4.46;;;
211651315;Jessica Smith;2.82;;;
222051711;Michael Schell;2.87;;;
411370028;Jerry White;4.75;;;
241060024;Ryan Roupe;4.50;;;
451771987;Carrie King;4.17;;;
412120903;William Mayweather;3.24;;;
262080273;Derrick Carpenter;3.88;;;
682151851;Henry Welborn;4.82;;;
222010343;Robert Harper;3.29;;;
261481456;Jessica Jones;3.12;;;
522141490;Henry Ford;2.74;;;
262040931;Tom Downs;3.79;;;
292151411;Luis Odom;3.76;;;
181781898;Tonya Wilks;3.69;;;
242120920;Melissa Cox;4.56;;;
522041410;Dana Sullivan;4.32;;;
261091321;John Norris;3.51;;;
302181444;Dean Curry;4.35;;;
412061280;Charles Greene;4.62;;;
141160966;Sandra Little;4.87;;;
341361191;Joshua Mccoy;3.73;;;
111210743;Daniel Pere;2.88;;;
601360700;Jennifer Wheeler;4.17;;;
182021860;Mark Russell;3.65;;;
412110988;William Long;2.93;;;
211011819;Beverley Escamilla;4.91;;;
112211920;Joseph Walton;4.23;;;
102160922;Tamara Gleason;3.37;;;
162190495;Tracey Dougherty;3.68;;;
322180638;Richard Clark;4.79;;;
311770569;Joanne Garner;3.96;;;
572000729;Charlotte Forbis;2.97;;;
391840447;Tracey Smith;3.05;;;
322081166;Barbara Hardy;3.93;;;
411421956;Edward Wise;3.49;;;
462121817;Regina Lopez;4.69;;;
142000121;Brett Brewer;2.87;;;
601301297;Matthew Pelzer;4.13;;;
392220788;Erik Harper;4.11;;;
261720104;Travis Cox;3.86;;;
102021036;Brandon Good;3.45;;;
562110679;Maria Keeler;4.45;;;
221341968;Eric Alexander;4.57;;;
332180616;John Snow;4.16;;;
602050468;Whitney Zuniga;4.74;;;
312221914;Aaron Wright;4.59;;;
272091662;Mary Howard;4.39;;;
291841273;Curtis Norman;3.73;;;
322150534;Debra Mccormick;4.37;;;
441211591;Gregory Smith;3.87;;;
201931431;Claudia Roberson;3.89;;;
392191483;Carl Rodriguez;3.25;;;
331801219;Robert Owens;3.53;;;
271091492;David Wilfong;4.00;;;
461501827;Victoria Clark;3.10;;;
161570050;Rodrick Gundersen;3.33;;;
571680066;Cody Walls;2.90;;;
192130700;Jeremy Johnson;2.98;;;
352180315;Jenny Adams;2.91;;;
432081435;Olga Kemp;2.79;;;
412020803;Heidi Sullivan;3.40;;;
352110867;Judy Thompson;2.89;;;
182070170;Jillian Richardson;3.50;;;
281120270;Kathleen Johnson;4.13;;;
211921388;Melissa Santiago;4.13;;;
231181735;Mark Bowen;4.92;;;
432141870;John Francis;4.60;;;
432040208;Brian Bitting;3.56;;;
262100227;Gary Gomez;3.48;;;
191591282;Dora Brown;4.90;;;
311041621;David Rogers;3.76;;;
442081711;Mary Nelson;4.53;;;
641280322;Michael Hill;4.54;;;
452080800;John Lee;2.84;;;
401370161;Daniel Harris;4.70;;;
111060869;Fay Allred;3.90;;;
142101608;Peter Snyder;4.66;;;
341230213;Steven Hubbard;4.31;;;
271990912;Derek Walker;3.84;;;
392040435;George Stephens;3.02;;;
331891003;Glenn Martinez;3.72;;;
431060207;Linda Camus;2.93;;;
431960217;Christopher Harris;4.42;;;
402151976;Robert Belt;3.45;;;
431581927;Kenneth Wilson;3.47;;;
632221862;Cyrus Langel;3.86;;;
261090888;Sabrina Cooper;4.64;;;
231791256;Karla Dudley;3.71;;;
111781998;Alison Daniels;4.27;;;
582020083;Carol Allen;3.84;;;
372030984;Roy Lopez;3.37;;;
321820589;Bernice Phillips;3.36;;;
241940213;Julie Mason;3.18;;;
682221986;Angela Martinson;3.89;;;
302171654;Robert Dennis;4.21;;;
331560033;David Velasco;4.40;;;
352060621;Erin Moore;3.35;;;
561430567;Norma Rosado;2.90;;;
191750233;Corey Decker;3.80;;;
512061855;Thomas Kasprowicz;3.41;;;
392001971;Eric Nichols;4.50;;;
401050469;David Zickefoose;4.13;;;
331230163;Jorge White;2.82;;;
222180453;Norma Koepsell;4.02;;;
312010697;Valerie Gould;3.70;;;
431060180;Robert Roberts;3.14;;;
181180696;Danielle Thompson;3.56;;;
642050963;Phillip Nichols;4.33;;;
582101964;Mr. Kevin Miller;3.24;;;
461920472;Mary Correa;3.67;;;
431570284;Nicole Silva;4.73;;;
102121751;Adam Nolan;4.33;;;
162020508;Dr. Natasha Abbott;4.54;;;
321800475;Cherrie Hurtubise;3.68;;;
301940834;Valerie Campos;3.65;;;
332100701;Ayanna Mcdade;3.97;;;
222200366;Kevin Smith;4.03;;;
162161279;Brad Ellis;2.99;;;
282010378;Angela Wood;3.00;;;
221070603;Maria Ramsey;3.98;;;
112100940;Jasmine Perez;4.39;;;
312191466;Heather Mcnabb;3.22;;;
681880926;Thomas Smith;3.99;;;
602211843;Virginia Marcotte;2.92;;;
332090237;Tiffany Wagner;4.67;;;
332101290;Chas Wells;4.02;;;
352151831;Walter Williams;3.80;;;
282171423;Richard Shirley;4.31;;;
512041371;Sherry Williams;4.47;;;
282220222;Vernon Sterling;4.61;;;
162020643;Daniel Smith;4.63;;;
312090045;Alfred Miller;4.31;;;
331630178;Jasmine Black;4.06;;;
641830770;Terresa Long;3.10;;;
582170149;Gregory Hunter;3.33;;;
181810871;Josephine Sinclair;2.88;;;
342000811;Tamara Lewis;3.28;;;
281060554;Robert Daniels;3.06;;;
262180145;Kelly Ingram;4.17;;;
321251164;John Gurganus;4.05;;;
282000780;Mark Turner;3.84;;;
522041132;Krystal Campbell;3.30;;;
291231673;Terri Hoover;2.88;;;
581440032;Paul Hannaford;3.23;;;
462140806;Mr. Frank Grimes;4.38;;;
601910740;Jill Stokes;3.66;;;
511841442;Terri Guzman;2.95;;;
561880718;Patricia Cadwell;4.85;;;
462051133;Michael Jones;4.08;;;
182211304;Greg Ransom;2.77;;;
461861297;Brian Perkins;4.44;;;
641020423;Wm Byers;3.75;;;
321501262;Christine Dennis;3.70;;;
341650219;James Duclos;2.80;;;
272051256;Nicole Garza;4.46;;;
451501232;Jacob Blackmon;3.17;;;
642101977;Kristi Dean;4.95;;;
581341603;Kendrick Green;3.31;;;
401951973;Abigail Garcia;3.41;;;
351280128;Roselyn Daffron;4.58;;;
352181926;Jessica Alvarado;4.65;;;
162101644;Steve Williams;4.69;;;
212191339;Peter Cruz;3.85;;;
371071992;Sheila Enriquez;3.15;;;
461860781;Gerald Wright;3.33;;;
521570805;Maria Everson;3.29;;;
681821631;Glenn Thomas Jr.;4.01;;;
141790357;Inez Daniel;3.87;;;
261841078;Cynthia Johnson;3.18;;;
282090800;Melissa Habib;3.89;;;
202191137;Tara Kelly;3.96;;;
642101134;Matthew Rodgers;4.75;;;
441541563;Gary Higgins;3.53;;;
432180990;Harvey Webb;4.43;;;
582100202;Christine Baldwin;4.91;;;
242111534;Emma Mcgloster;3.46;;;
182010935;Micheal Russell;3.35;;;
561610696;Ronald Sutton;3.28;;;
112010587;Lucas Lin;4.95;;;
571931544;Earl Steinberg;4.10;;;
291791488;Robin Ross;3.30;;;
562061725;Royce Fleming;3.99;;;
242001685;Anthony Johnson;3.88;;;
341171961;Norma Snapp;4.40;;;
292040888;Jay Cuevas;4.71;;;
511151115;Barbara Shavers;4.30;;;
602170053;Joanne Lowe;4.59;;;
201720653;Mark Danley;4.05;;;
602191234;Carrie Jones;2.87;;;
512180820;Gladys Ruiz;3.46;;;
332201040;James Cooley;4.26;;;
312160344;Lara Bradley;3.09;;;
641450031;Sonya Mcbride;4.06;;;
462110693;Dylan Morales;4.56;;;
451641601;Brandon Carter;3.38;;;
241850026;Rebecca Tovar;4.68;;;
182121157;Kevin Powell;5.00;;;
301400399;Shannon Presnell;4.44;;;
521631131;Nicole Reynolds;3.47;;;
521240495;Brandon Delgado;4.36;;;
212160414;Marc Montes;3.63;;;
102040164;Lisa Post;2.73;;;
162180100;Melissa Jimenez;4.66;;;
401961604;Frances Wright;4.37;;;
562060263;Janet Taylor;3.31;;;
641500787;Herman Dancy;2.95;;;
512211367;Morgan Stein;3.21;;;
462041719;Dominick Ross;2.84;;;
301550258;Theresa Palmer;2.95;;;
311841884;Charles Beasley;3.82;;;
401551310;Jordan Morse;3.73;;;
192080504;James Phillips;4.48;;;
221571766;Jessica Burnett;4.89;;;
352210504;Donna Conley;4.11;;;
201191119;Justin Hays;3.96;;;
241101162;Minnie Spence;3.66;;;
311330817;Aaron Walker;3.08;;;
192131089;Marquita Cooper;2.92;;;
202060824;Hayley Figueroa;3.54;;;
582011380;Tawanna Miller;4.13;;;
631740700;Jennifer Hernandez;3.84;;;
441001750;Mary Susko;3.49;;;
522001961;Eric Barber;3.96;;;
601260169;Ashley Valero;4.16;;;
232200979;Dustin Smith;2.73;;;
261700637;Arthur Maas;3.14;;;
232210544;Melissa Johnson;4.54;;;
582040418;Joseph Whyte;4.29;;;
141680470;George Chase;2.96;;;
682041214;Kathy Fox;3.40;;;
571161421;Marc Cherry;3.04;;;
462150254;Frederick Ivory;3.63;;;
451600210;Amy Lee;4.68;;;
451850335;Nell Moeller;4.29;;;
571821927;Brandon Gibbs;3.77;;;
212080256;Darlene Kelly;3.98;;;
392200492;Michele Wilson;4.81;;;
112000608;Jimmy Geffrard;4.45;;;
342040059;Scott Duarte;3.44;;;
101540651;Robert Morris;4.03;;;
141011405;Shannon Reynolds;3.86;;;
561920792;George Tibbs;4.39;;;
292111488;Russell Fowler;4.20;;;
321861357;Frank Duran;3.59;;;
402131913;Kathy Prince;2.99;;;
282040490;Alan Brown;3.35;;;
292071306;Mr. Cody Alexander;3.60;;;
562101970;Gloria Beran;3.84;;;
352181346;Judy Roth;3.75;;;
682161819;Dale Kryst;3.31;;;
431281704;Pamela Preston;4.29;;;
321641160;Harmony Sanders;2.99;;;
232141287;Erin Mason DVM;3.24;;;
522061860;Mack Anderson;3.82;;;
432071528;Robert Harding;3.96;;;
231100265;Sarah Schnoor;4.78;;;
301711248;Michael Rivera;3.30;;;
431731225;Rochelle Knesek;3.05;;;
371761137;Jennifer Tran;2.82;;;
512200820;Angelo Weber;4.56;;;
412101318;Joseph Parker;4.79;;;
222101259;Michael Glory;2.97;;;
391670055;Dr. Dustin Larsen MD;4.82;;;
631401865;John Hutchins;4.09;;;
201791519;Michael Keller;3.40;;;
351931260;George Drake;4.85;;;
291461619;Kelsey Ramirez;4.89;;;
322011692;Tyler Hahn;4.26;;;
341540199;Wayne Potter;4.09;;;
631751437;Jessica Dickey;3.38;;;
202040683;Alan Skinner;4.35;;;
141850598;Bette Bushman;3.87;;;
641940844;Catherine Bates;4.16;;;
632030211;William Halloran;4.22;;;
582000761;Lawrence Howell;2.94;;;
111330059;Tina Millette;3.24;;;
342070037;Joanna Price;4.33;;;
462011281;Carol Ginther;4.74;;;
231130563;Thomas Ramos;2.98;;;
282150618;Sharan Goldstein;3.81;;;
431291429;Michael Newton;3.97;;;
332180390;William Jones;3.97;;;
312211073;Tara Miller;4.52;;;
682040670;Juan Nelson;4.09;;;
222050418;Jillian Knapp;2.92;;;
461780335;Kenneth Hester;2.88;;;
601871620;Chad Freeman;3.72;;;
321060614;Theresa James;3.80;;;
241710047;Erika Carter;2.87;;;
461500520;Bobby Wilson;3.29;;;
392220177;Joseph Jones;3.65;;;
631320639;Nancy Tram;4.89;;;
352221366;David Gomez MD;2.73;;;
442020417;Kathy Heatherington;3.17;;;
411111858;Kimberly Jones;3.79;;;
511330449;Christina Corder;3.46;;;
522100430;Nancy Johnson;2.97;;;
521710694;Robert Broderick;4.32;;;
242120352;Sean Moreno;2.78;;;
582141425;Louis Warbritton;3.84;;;
272181310;Julia Perkins;2.98;;;
192161808;Rebeca Stoneburner;4.34;;;
601161647;Michele Ware;3.03;;;
102100067;Marla Crump;4.90;;;
391321437;Amber Singh;3.74;;;
411270404;Carl Booker;4.92;;;
572091794;Latoya Allen;2.99;;;
581860818;Corey Buchanan;4.38;;;
432110776;David George;3.02;;;
241330004;David Cole;4.69;;;
601270154;John Hall;4.39;;;
292220528;Tommy Wittstock;4.24;;;
601370957;Sara Decker;3.13;;;
102090160;Megan Williams;3.50;;;
521001631;Troy Thompson;3.53;;;
332141662;Martin Wilson;2.71;;;
431490261;Richard Scott;3.44;;;
262081851;Charles Dejesus;3.90;;;
112041157;Jessica Tapia;3.91;;;
222061633;Bertha Silva;4.54;;;
141841131;Christina Nichols;3.91;;;
222191617;Charles Cook;3.09;;;
342200000;Stephanie Stewart;4.13;;;
161330140;Emily Owens;3.62;;;
232040585;Stephanie Salazar;3.07;;;
462190596;Jesica Stonestreet;4.98;;;
202160853;Richard Charles;4.84;;;
521381195;Darryl Burks;3.00;;;
201881813;Warren Johnson;3.06;;;
411161884;Richard Simpson;2.94;;;
571241234;Catherine Simon;4.25;;;
331271640;Elma Nelson;3.78;;;
351141020;Annette Miller;4.44;;;
512150539;Timothy Arnot;4.99;;;
392121372;Jeffrey Davis;4.26;;;
412191972;Gary Sigmon;2.70;;;
101450163;Jasmine Erickson;3.55;;;
642051957;Russell Kedzierski;3.87;;;
221930184;Laura Flores;3.32;;;
461801798;Robert Thompson;3.08;;;
582221528;Arthur Brock;4.45;;;
211120709;Karla Bracero;3.65;;;
511091547;Dr. Jillian Murphy;3.36;;;
112221658;Sharon Byrd;4.41;;;
371081026;Charles Martin;4.35;;;
181541594;Muriel Fruge;2.85;;;
141150953;Vanessa Mooney;3.52;;;
402081978;Terrell Dallas;4.79;;;
562110888;Chad Tucker;4.26;;;
331041058;Ethel Esquivel;4.25;;;
332100295;Michael Adams;2.98;;;
441171521;Lynne Repinski;4.89;;;
572001617;Erica Parker;3.23;;;
312040010;Glenda Christian;4.62;;;
411240023;Shannon Riddle;2.87;;;
681321279;Kathleen Fetterhoff;2.89;;;
321141569;Valerie Weaver;4.25;;;
101220670;Steve Dacruz;4.25;;;
452191617;Anna Bennett;4.98;;;
582130871;Victoria Fowler;4.63;;;
432020127;Carlos Green;4.39;;;
112181429;John Fedezko;2.84;;;
262031758;Michael Joseph;2.89;;;
341951629;William Jackson;4.65;;;
282110938;Rebecca Kirk;2.75;;;
242091063;Roy Schaible;3.77;;;
461491836;Teresa Lawrence;4.86;;;
221670224;John Soliman;4.90;;;
182130361;Richard Branch;2.81;;;
601770487;Robert Eggleston;3.74;;;
211191284;Terry Medina;3.61;;;
282101172;Dean Harrison;4.17;;;
401821293;Stephanie Maxwell;3.13;;;
111970859;Bruno Dergance;4.89;;;
221301078;Michael Gomez;3.28;;;
401951240;Mary Smith;4.80;;;
402140343;Veronica Horn;3.06;;;
522091522;Robert Matos;4.92;;;
342140799;Michael Potter;4.80;;;
302111884;Alyson Whittemore;3.64;;;
681430540;Donna Mcbride;3.76;;;
512050383;Lonnie Rasch;4.50;;;
222191136;Anthony Reed;4.04;;;
271480743;Toby Stefanski;3.82;;;
451271172;Lisa Duarte DVM;2.84;;;
561600188;Lorraine Montanye;4.91;;;
321480507;Melanie Martin;4.16;;;
181491849;Thomas Newman;4.12;;;
601790991;Tracy Rangel;4.27;;;
601171310;Jason Diaz;4.84;;;
262160946;David Pham;3.16;;;
